Date,Time,State,Group,Unit,Sales
14-Oct-2020, Evening, WA, Kids, 8, 20000
14-Oct-2020, Evening, WA, Men, 4, 10000
14-Oct-2020, Evening, WA, Women, 4, 10000
14-Oct-2020, Evening, WA, Seniors, 8, 20000
14-Oct-2020, Morning, NT, Kids, 3, 7500
14-Oct-2020, Morning, NT, Men, 6, 15000
14-Oct-2020, Morning, NT, Women, 15, 37500
14-Oct-2020, Morning, NT, Seniors, 8, 20000
14-Oct-2020, Afternoon, NT, Kids, 7, 17500
14-Oct-2020, Afternoon, NT, Men, 6, 15000
14-Oct-2020, Afternoon, NT, Women, 15, 37500
14-Oct-2020, Afternoon, NT, Seniors, 9, 22500
14-Oct-2020, Evening, NT, Kids, 10, 25000
14-Oct-2020, Evening, NT, Men, 9, 22500
14-Oct-2020, Evening, NT, Women, 15, 37500
14-Oct-2020, Evening, NT, Seniors, 6, 15000
14-Oct-2020, Morning, SA, Kids, 25, 62500
14-Oct-2020, Morning, SA, Men, 19, 47500
14-Oct-2020, Morning, SA, Women, 33, 82500
14-Oct-2020, Morning, SA, Seniors, 29, 72500
14-Oct-2020, Afternoon, SA, Kids, 18, 45000
14-Oct-2020, Afternoon, SA, Men, 34, 85000
14-Oct-2020, Afternoon, SA, Women, 14, 35000
14-Oct-2020, Afternoon, SA, Seniors, 14, 35000
14-Oct-2020, Evening, SA, Kids, 21, 52500
14-Oct-2020, Evening, SA, Men, 21, 52500
14-Oct-2020, Evening, SA, Women, 29, 72500
14-Oct-2020, Evening, SA, Seniors, 10, 25000
14-Oct-2020, Morning, VIC, Kids, 33, 82500
14-Oct-2020, Morning, VIC, Men, 48, 120000
14-Oct-2020, Morning, VIC, Women, 50, 125000
14-Oct-2020, Morning, VIC, Seniors, 29, 72500
14-Oct-2020, Afternoon, VIC, Kids, 49, 122500
14-Oct-2020, Afternoon, VIC, Men, 27, 67500
14-Oct-2020, Afternoon, VIC, Women, 35, 87500
14-Oct-2020, Afternoon, VIC, Seniors, 45, 112500
14-Oct-2020, Evening, VIC, Kids, 25, 62500
14-Oct-2020, Evening, VIC, Men, 27, 67500
14-Oct-2020, Evening, VIC, Women, 50, 125000
14-Oct-2020, Evening, VIC, Seniors, 31, 77500
14-Oct-2020, Morning, QLD, Kids, 20, 50000
14-Oct-2020, Morning, QLD, Men, 11, 27500
14-Oct-2020, Morning, QLD, Women, 13, 32500
14-Oct-2020, Morning, QLD, Seniors, 17, 42500
14-Oct-2020, Afternoon, QLD, Kids, 7, 17500
14-Oct-2020, Afternoon, QLD, Men, 15, 37500
14-Oct-2020, Afternoon, QLD, Women, 16, 40000
14-Oct-2020, Afternoon, QLD, Seniors, 13, 32500
14-Oct-2020, Evening, QLD, Kids, 11, 27500
14-Oct-2020, Evening, QLD, Men, 6, 15000
14-Oct-2020, Evening, QLD, Women, 10, 25000
14-Oct-2020, Evening, QLD, Seniors, 9, 22500
14-Oct-2020, Morning, NSW, Kids, 38, 95000
14-Oct-2020, Morning, NSW, Men, 26, 65000
14-Oct-2020, Morning, NSW, Women, 34, 85000
14-Oct-2020, Morning, NSW, Seniors, 40, 100000
14-Oct-2020, Afternoon, NSW, Kids, 36, 90000
14-Oct-2020, Afternoon, NSW, Men, 25, 62500
14-Oct-2020, Afternoon, NSW, Women, 35, 87500
14-Oct-2020, Afternoon, NSW, Seniors, 39, 97500
14-Oct-2020, Evening, NSW, Kids, 30, 75000
14-Oct-2020, Evening, NSW, Men, 34, 85000
14-Oct-2020, Evening, NSW, Women, 18, 45000
14-Oct-2020, Evening, NSW, Seniors, 24, 60000
14-Oct-2020, Morning, TAS, Kids, 7, 17500
14-Oct-2020, Morning, TAS, Men, 9, 22500
14-Oct-2020, Morning, TAS, Women, 3, 7500
14-Oct-2020, Morning, TAS, Seniors, 4, 10000
14-Oct-2020, Afternoon, TAS, Kids, 14, 35000
14-Oct-2020, Afternoon, TAS, Men, 6, 15000
14-Oct-2020, Afternoon, TAS, Women, 8, 20000
14-Oct-2020, Afternoon, TAS, Seniors, 12, 30000
14-Oct-2020, Evening, TAS, Kids, 3, 7500
14-Oct-2020, Evening, TAS, Men, 11, 27500
14-Oct-2020, Evening, TAS, Women, 15, 37500
14-Oct-2020, Evening, TAS, Seniors, 14, 35000
15-Oct-2020, Morning, WA, Kids, 15, 37500
15-Oct-2020, Morning, WA, Men, 9, 22500
15-Oct-2020, Morning, WA, Women, 4, 10000
15-Oct-2020, Morning, WA, Seniors, 13, 32500
15-Oct-2020, Afternoon, WA, Kids, 14, 35000
15-Oct-2020, Afternoon, WA, Men, 8, 20000
15-Oct-2020, Afternoon, WA, Women, 13, 32500
15-Oct-2020, Afternoon, WA, Seniors, 7, 17500
15-Oct-2020, Evening, WA, Kids, 9, 22500
15-Oct-2020, Evening, WA, Men, 13, 32500
15-Oct-2020, Evening, WA, Women, 3, 7500
15-Oct-2020, Evening, WA, Seniors, 9, 22500
15-Oct-2020, Morning, NT, Kids, 10, 25000
15-Oct-2020, Morning, NT, Men, 5, 12500
15-Oct-2020, Morning, NT, Women, 13, 32500
15-Oct-2020, Morning, NT, Seniors, 9, 22500
15-Oct-2020, Afternoon, NT, Kids, 11, 27500
15-Oct-2020, Afternoon, NT, Men, 10, 25000
15-Oct-2020, Afternoon, NT, Women, 12, 30000
15-Oct-2020, Afternoon, NT, Seniors, 5, 12500
15-Oct-2020, Evening, NT, Kids, 12, 30000
15-Oct-2020, Evening, NT, Men, 4, 10000
15-Oct-2020, Evening, NT, Women, 3, 7500
15-Oct-2020, Evening, NT, Seniors, 5, 12500
15-Oct-2020, Morning, SA, Kids, 33, 82500
15-Oct-2020, Morning, SA, Men, 20, 50000
15-Oct-2020, Morning, SA, Women, 17, 42500
15-Oct-2020, Morning, SA, Seniors, 27, 67500
15-Oct-2020, Afternoon, SA, Kids, 32, 80000
15-Oct-2020, Afternoon, SA, Men, 17, 42500
15-Oct-2020, Afternoon, SA, Women, 24, 60000
15-Oct-2020, Afternoon, SA, Seniors, 25, 62500
15-Oct-2020, Evening, SA, Kids, 14, 35000
15-Oct-2020, Evening, SA, Men, 35, 87500
15-Oct-2020, Evening, SA, Women, 25, 62500
15-Oct-2020, Evening, SA, Seniors, 10, 25000
15-Oct-2020, Morning, VIC, Kids, 45, 112500
15-Oct-2020, Morning, VIC, Men, 30, 75000
15-Oct-2020, Morning, VIC, Women, 41, 102500
15-Oct-2020, Morning, VIC, Seniors, 47, 117500
15-Oct-2020, Afternoon, VIC, Kids, 30, 75000
15-Oct-2020, Afternoon, VIC, Men, 35, 87500
15-Oct-2020, Afternoon, VIC, Women, 34, 85000
15-Oct-2020, Afternoon, VIC, Seniors, 40, 100000
15-Oct-2020, Evening, VIC, Kids, 27, 67500
15-Oct-2020, Evening, VIC, Men, 41, 102500
15-Oct-2020, Evening, VIC, Women, 39, 97500
15-Oct-2020, Evening, VIC, Seniors, 37, 92500
15-Oct-2020, Morning, QLD, Kids, 15, 37500
15-Oct-2020, Morning, QLD, Men, 18, 45000
15-Oct-2020, Morning, QLD, Women, 11, 27500
15-Oct-2020, Morning, QLD, Seniors, 10, 25000
15-Oct-2020, Afternoon, QLD, Kids, 12, 30000
15-Oct-2020, Afternoon, QLD, Men, 15, 37500
15-Oct-2020, Afternoon, QLD, Women, 7, 17500
15-Oct-2020, Afternoon, QLD, Seniors, 7, 17500
15-Oct-2020, Evening, QLD, Kids, 20, 50000
15-Oct-2020, Evening, QLD, Men, 6, 15000
15-Oct-2020, Evening, QLD, Women, 5, 12500
15-Oct-2020, Evening, QLD, Seniors, 9, 22500
15-Oct-2020, Morning, NSW, Kids, 31, 77500
15-Oct-2020, Morning, NSW, Men, 17, 42500
15-Oct-2020, Morning, NSW, Women, 30, 75000
15-Oct-2020, Morning, NSW, Seniors, 21, 52500
15-Oct-2020, Afternoon, NSW, Kids, 36, 90000
15-Oct-2020, Afternoon, NSW, Men, 33, 82500
15-Oct-2020, Afternoon, NSW, Women, 33, 82500
15-Oct-2020, Afternoon, NSW, Seniors, 39, 97500
15-Oct-2020, Evening, NSW, Kids, 25, 62500
15-Oct-2020, Evening, NSW, Men, 31, 77500
15-Oct-2020, Evening, NSW, Women, 25, 62500
15-Oct-2020, Evening, NSW, Seniors, 17, 42500
15-Oct-2020, Morning, TAS, Kids, 11, 27500
15-Oct-2020, Morning, TAS, Men, 5, 12500
15-Oct-2020, Morning, TAS, Women, 15, 37500
15-Oct-2020, Morning, TAS, Seniors, 3, 7500
15-Oct-2020, Afternoon, TAS, Kids, 7, 17500
15-Oct-2020, Afternoon, TAS, Men, 10, 25000
15-Oct-2020, Afternoon, TAS, Women, 3, 7500
15-Oct-2020, Afternoon, TAS, Seniors, 13, 32500
15-Oct-2020, Evening, TAS, Kids, 11, 27500
15-Oct-2020, Evening, TAS, Men, 6, 15000
15-Oct-2020, Evening, TAS, Women, 8, 20000
15-Oct-2020, Evening, TAS, Seniors, 6, 15000
16-Oct-2020, Morning, WA, Kids, 9, 22500
16-Oct-2020, Morning, WA, Men, 7, 17500
16-Oct-2020, Morning, WA, Women, 6, 15000
16-Oct-2020, Morning, WA, Seniors, 13, 32500
16-Oct-2020, Afternoon, WA, Kids, 12, 30000
16-Oct-2020, Afternoon, WA, Men, 3, 7500
16-Oct-2020, Afternoon, WA, Women, 11, 27500
16-Oct-2020, Afternoon, WA, Seniors, 4, 10000
16-Oct-2020, Evening, WA, Kids, 4, 10000
16-Oct-2020, Evening, WA, Men, 8, 20000
16-Oct-2020, Evening, WA, Women, 11, 27500
16-Oct-2020, Evening, WA, Seniors, 13, 32500
16-Oct-2020, Morning, NT, Kids, 8, 20000
16-Oct-2020, Morning, NT, Men, 10, 25000
16-Oct-2020, Morning, NT, Women, 12, 30000
16-Oct-2020, Morning, NT, Seniors, 5, 12500
16-Oct-2020, Afternoon, NT, Kids, 12, 30000
16-Oct-2020, Afternoon, NT, Men, 14, 35000
16-Oct-2020, Afternoon, NT, Women, 5, 12500
16-Oct-2020, Afternoon, NT, Seniors, 10, 25000
16-Oct-2020, Evening, NT, Kids, 13, 32500
16-Oct-2020, Evening, NT, Men, 8, 20000
16-Oct-2020, Evening, NT, Women, 9, 22500
16-Oct-2020, Evening, NT, Seniors, 5, 12500
16-Oct-2020, Morning, SA, Kids, 32, 80000
16-Oct-2020, Morning, SA, Men, 29, 72500
16-Oct-2020, Morning, SA, Women, 29, 72500
16-Oct-2020, Morning, SA, Seniors, 31, 77500
16-Oct-2020, Afternoon, SA, Kids, 13, 32500
16-Oct-2020, Afternoon, SA, Men, 26, 65000
16-Oct-2020, Afternoon, SA, Women, 27, 67500
16-Oct-2020, Afternoon, SA, Seniors, 26, 65000
16-Oct-2020, Evening, SA, Kids, 34, 85000
16-Oct-2020, Evening, SA, Men, 11, 27500
16-Oct-2020, Evening, SA, Women, 23, 57500
16-Oct-2020, Evening, SA, Seniors, 20, 50000
16-Oct-2020, Morning, VIC, Kids, 25, 62500
16-Oct-2020, Morning, VIC, Men, 29, 72500
16-Oct-2020, Morning, VIC, Women, 26, 65000
16-Oct-2020, Morning, VIC, Seniors, 35, 87500
16-Oct-2020, Afternoon, VIC, Kids, 38, 95000
16-Oct-2020, Afternoon, VIC, Men, 44, 110000
16-Oct-2020, Afternoon, VIC, Women, 30, 75000
16-Oct-2020, Afternoon, VIC, Seniors, 26, 65000
16-Oct-2020, Evening, VIC, Kids, 46, 115000
16-Oct-2020, Evening, VIC, Men, 28, 70000
16-Oct-2020, Evening, VIC, Women, 27, 67500
16-Oct-2020, Evening, VIC, Seniors, 42, 105000
16-Oct-2020, Morning, QLD, Kids, 8, 20000
16-Oct-2020, Morning, QLD, Men, 8, 20000
16-Oct-2020, Morning, QLD, Women, 10, 25000
16-Oct-2020, Morning, QLD, Seniors, 9, 22500
16-Oct-2020, Afternoon, QLD, Kids, 18, 45000
16-Oct-2020, Afternoon, QLD, Men, 19, 47500
16-Oct-2020, Afternoon, QLD, Women, 12, 30000
16-Oct-2020, Afternoon, QLD, Seniors, 13, 32500
16-Oct-2020, Evening, QLD, Kids, 9, 22500
16-Oct-2020, Evening, QLD, Men, 18, 45000
16-Oct-2020, Evening, QLD, Women, 8, 20000
16-Oct-2020, Evening, QLD, Seniors, 17, 42500
16-Oct-2020, Morning, NSW, Kids, 24, 60000
16-Oct-2020, Morning, NSW, Men, 29, 72500
16-Oct-2020, Morning, NSW, Women, 30, 75000
16-Oct-2020, Morning, NSW, Seniors, 22, 55000
16-Oct-2020, Afternoon, NSW, Kids, 18, 45000
16-Oct-2020, Afternoon, NSW, Men, 25, 62500
16-Oct-2020, Afternoon, NSW, Women, 39, 97500
16-Oct-2020, Afternoon, NSW, Seniors, 17, 42500
16-Oct-2020, Evening, NSW, Kids, 30, 75000
16-Oct-2020, Evening, NSW, Men, 37, 92500
16-Oct-2020, Evening, NSW, Women, 29, 72500
16-Oct-2020, Evening, NSW, Seniors, 40, 100000
16-Oct-2020, Morning, TAS, Kids, 13, 32500
16-Oct-2020, Morning, TAS, Men, 13, 32500
16-Oct-2020, Morning, TAS, Women, 5, 12500
16-Oct-2020, Morning, TAS, Seniors, 11, 27500
16-Oct-2020, Afternoon, TAS, Kids, 13, 32500
16-Oct-2020, Afternoon, TAS, Men, 6, 15000
16-Oct-2020, Afternoon, TAS, Women, 14, 35000
16-Oct-2020, Afternoon, TAS, Seniors, 11, 27500
16-Oct-2020, Evening, TAS, Kids, 5, 12500
16-Oct-2020, Evening, TAS, Men, 4, 10000
16-Oct-2020, Evening, TAS, Women, 10, 25000
16-Oct-2020, Evening, TAS, Seniors, 15, 37500
17-Oct-2020, Morning, WA, Kids, 11, 27500
17-Oct-2020, Morning, WA, Men, 6, 15000
17-Oct-2020, Morning, WA, Women, 5, 12500
17-Oct-2020, Morning, WA, Seniors, 10, 25000
17-Oct-2020, Afternoon, WA, Kids, 14, 35000
17-Oct-2020, Afternoon, WA, Men, 8, 20000
17-Oct-2020, Afternoon, WA, Women, 5, 12500
17-Oct-2020, Afternoon, WA, Seniors, 4, 10000
17-Oct-2020, Evening, WA, Kids, 5, 12500
17-Oct-2020, Evening, WA, Men, 8, 20000
17-Oct-2020, Evening, WA, Women, 10, 25000
17-Oct-2020, Evening, WA, Seniors, 14, 35000
17-Oct-2020, Morning, NT, Kids, 14, 35000
17-Oct-2020, Morning, NT, Men, 9, 22500
17-Oct-2020, Morning, NT, Women, 11, 27500
17-Oct-2020, Morning, NT, Seniors, 3, 7500
17-Oct-2020, Afternoon, NT, Kids, 5, 12500
17-Oct-2020, Afternoon, NT, Men, 7, 17500
17-Oct-2020, Afternoon, NT, Women, 10, 25000
17-Oct-2020, Afternoon, NT, Seniors, 13, 32500
17-Oct-2020, Evening, NT, Kids, 13, 32500
17-Oct-2020, Evening, NT, Men, 9, 22500
17-Oct-2020, Evening, NT, Women, 10, 25000
17-Oct-2020, Evening, NT, Seniors, 3, 7500
17-Oct-2020, Morning, SA, Kids, 24, 60000
17-Oct-2020, Morning, SA, Men, 26, 65000
17-Oct-2020, Morning, SA, Women, 16, 40000
17-Oct-2020, Morning, SA, Seniors, 35, 87500
17-Oct-2020, Afternoon, SA, Kids, 20, 50000
17-Oct-2020, Afternoon, SA, Men, 12, 30000
17-Oct-2020, Afternoon, SA, Women, 20, 50000
17-Oct-2020, Afternoon, SA, Seniors, 15, 37500
17-Oct-2020, Evening, SA, Kids, 12, 30000
17-Oct-2020, Evening, SA, Men, 27, 67500
17-Oct-2020, Evening, SA, Women, 19, 47500
17-Oct-2020, Evening, SA, Seniors, 30, 75000
17-Oct-2020, Morning, VIC, Kids, 42, 105000
17-Oct-2020, Morning, VIC, Men, 42, 105000
17-Oct-2020, Morning, VIC, Women, 50, 125000
17-Oct-2020, Morning, VIC, Seniors, 36, 90000
17-Oct-2020, Afternoon, VIC, Kids, 25, 62500
17-Oct-2020, Afternoon, VIC, Men, 36, 90000
17-Oct-2020, Afternoon, VIC, Women, 27, 67500
17-Oct-2020, Afternoon, VIC, Seniors, 46, 115000
17-Oct-2020, Evening, VIC, Kids, 49, 122500
17-Oct-2020, Evening, VIC, Men, 39, 97500
17-Oct-2020, Evening, VIC, Women, 27, 67500
17-Oct-2020, Evening, VIC, Seniors, 47, 117500
17-Oct-2020, Morning, QLD, Kids, 18, 45000
17-Oct-2020, Morning, QLD, Men, 17, 42500
17-Oct-2020, Morning, QLD, Women, 13, 32500
17-Oct-2020, Morning, QLD, Seniors, 15, 37500
17-Oct-2020, Afternoon, QLD, Kids, 14, 35000
17-Oct-2020, Afternoon, QLD, Men, 19, 47500
17-Oct-2020, Afternoon, QLD, Women, 20, 50000
17-Oct-2020, Afternoon, QLD, Seniors, 13, 32500
17-Oct-2020, Evening, QLD, Kids, 19, 47500
17-Oct-2020, Evening, QLD, Men, 17, 42500
17-Oct-2020, Evening, QLD, Women, 5, 12500
17-Oct-2020, Evening, QLD, Seniors, 12, 30000
17-Oct-2020, Morning, NSW, Kids, 32, 80000
17-Oct-2020, Morning, NSW, Men, 28, 70000
17-Oct-2020, Morning, NSW, Women, 19, 47500
17-Oct-2020, Morning, NSW, Seniors, 25, 62500
17-Oct-2020, Afternoon, NSW, Kids, 15, 37500
17-Oct-2020, Afternoon, NSW, Men, 17, 42500
17-Oct-2020, Afternoon, NSW, Women, 21, 52500
17-Oct-2020, Afternoon, NSW, Seniors, 15, 37500
17-Oct-2020, Evening, NSW, Kids, 36, 90000
17-Oct-2020, Evening, NSW, Men, 16, 40000
17-Oct-2020, Evening, NSW, Women, 37, 92500
17-Oct-2020, Evening, NSW, Seniors, 40, 100000
17-Oct-2020, Morning, TAS, Kids, 11, 27500
17-Oct-2020, Morning, TAS, Men, 8, 20000
17-Oct-2020, Morning, TAS, Women, 3, 7500
17-Oct-2020, Morning, TAS, Seniors, 10, 25000
17-Oct-2020, Afternoon, TAS, Kids, 13, 32500
17-Oct-2020, Afternoon, TAS, Men, 13, 32500
17-Oct-2020, Afternoon, TAS, Women, 14, 35000
17-Oct-2020, Afternoon, TAS, Seniors, 10, 25000
17-Oct-2020, Evening, TAS, Kids, 11, 27500
17-Oct-2020, Evening, TAS, Men, 5, 12500
17-Oct-2020, Evening, TAS, Women, 11, 27500
17-Oct-2020, Evening, TAS, Seniors, 3, 7500
18-Oct-2020, Morning, WA, Kids, 14, 35000
18-Oct-2020, Morning, WA, Men, 11, 27500
18-Oct-2020, Morning, WA, Women, 6, 15000
18-Oct-2020, Morning, WA, Seniors, 7, 17500
18-Oct-2020, Afternoon, WA, Kids, 15, 37500
18-Oct-2020, Afternoon, WA, Men, 7, 17500
18-Oct-2020, Afternoon, WA, Women, 3, 7500
18-Oct-2020, Afternoon, WA, Seniors, 9, 22500
18-Oct-2020, Evening, WA, Kids, 10, 25000
18-Oct-2020, Evening, WA, Men, 3, 7500
18-Oct-2020, Evening, WA, Women, 5, 12500
18-Oct-2020, Evening, WA, Seniors, 7, 17500
18-Oct-2020, Morning, NT, Kids, 13, 32500
18-Oct-2020, Morning, NT, Men, 14, 35000
18-Oct-2020, Morning, NT, Women, 13, 32500
18-Oct-2020, Morning, NT, Seniors, 7, 17500
18-Oct-2020, Afternoon, NT, Kids, 4, 10000
18-Oct-2020, Afternoon, NT, Men, 11, 27500
18-Oct-2020, Afternoon, NT, Women, 4, 10000
18-Oct-2020, Afternoon, NT, Seniors, 5, 12500
18-Oct-2020, Evening, NT, Kids, 14, 35000
18-Oct-2020, Evening, NT, Men, 14, 35000
18-Oct-2020, Evening, NT, Women, 13, 32500
18-Oct-2020, Evening, NT, Seniors, 14, 35000
18-Oct-2020, Morning, SA, Kids, 17, 42500
18-Oct-2020, Morning, SA, Men, 32, 80000
18-Oct-2020, Morning, SA, Women, 15, 37500
18-Oct-2020, Morning, SA, Seniors, 21, 52500
18-Oct-2020, Afternoon, SA, Kids, 13, 32500
18-Oct-2020, Afternoon, SA, Men, 12, 30000
18-Oct-2020, Afternoon, SA, Women, 33, 82500
18-Oct-2020, Afternoon, SA, Seniors, 30, 75000
18-Oct-2020, Evening, SA, Kids, 12, 30000
18-Oct-2020, Evening, SA, Men, 34, 85000
18-Oct-2020, Evening, SA, Women, 19, 47500
18-Oct-2020, Evening, SA, Seniors, 25, 62500
18-Oct-2020, Morning, VIC, Kids, 33, 82500
18-Oct-2020, Morning, VIC, Men, 25, 62500
18-Oct-2020, Morning, VIC, Women, 26, 65000
18-Oct-2020, Morning, VIC, Seniors, 39, 97500
18-Oct-2020, Afternoon, VIC, Kids, 29, 72500
18-Oct-2020, Afternoon, VIC, Men, 36, 90000
18-Oct-2020, Afternoon, VIC, Women, 38, 95000
18-Oct-2020, Afternoon, VIC, Seniors, 28, 70000
18-Oct-2020, Evening, VIC, Kids, 27, 67500
18-Oct-2020, Evening, VIC, Men, 39, 97500
18-Oct-2020, Evening, VIC, Women, 50, 125000
18-Oct-2020, Evening, VIC, Seniors, 35, 87500
18-Oct-2020, Morning, QLD, Kids, 5, 12500
18-Oct-2020, Morning, QLD, Men, 13, 32500
18-Oct-2020, Morning, QLD, Women, 18, 45000
18-Oct-2020, Morning, QLD, Seniors, 5, 12500
18-Oct-2020, Afternoon, QLD, Kids, 6, 15000
18-Oct-2020, Afternoon, QLD, Men, 17, 42500
18-Oct-2020, Afternoon, QLD, Women, 17, 42500
18-Oct-2020, Afternoon, QLD, Seniors, 12, 30000
18-Oct-2020, Evening, QLD, Kids, 18, 45000
18-Oct-2020, Evening, QLD, Men, 8, 20000
18-Oct-2020, Evening, QLD, Women, 19, 47500
18-Oct-2020, Evening, QLD, Seniors, 10, 25000
18-Oct-2020, Morning, NSW, Kids, 16, 40000
18-Oct-2020, Morning, NSW, Men, 18, 45000
18-Oct-2020, Morning, NSW, Women, 24, 60000
18-Oct-2020, Morning, NSW, Seniors, 21, 52500
18-Oct-2020, Afternoon, NSW, Kids, 23, 57500
18-Oct-2020, Afternoon, NSW, Men, 31, 77500
18-Oct-2020, Afternoon, NSW, Women, 40, 100000
18-Oct-2020, Afternoon, NSW, Seniors, 39, 97500
18-Oct-2020, Evening, NSW, Kids, 27, 67500
18-Oct-2020, Evening, NSW, Men, 29, 72500
18-Oct-2020, Evening, NSW, Women, 32, 80000
18-Oct-2020, Evening, NSW, Seniors, 15, 37500
18-Oct-2020, Morning, TAS, Kids, 4, 10000
18-Oct-2020, Morning, TAS, Men, 11, 27500
18-Oct-2020, Morning, TAS, Women, 3, 7500
18-Oct-2020, Morning, TAS, Seniors, 8, 20000
18-Oct-2020, Afternoon, TAS, Kids, 13, 32500
18-Oct-2020, Afternoon, TAS, Men, 14, 35000
18-Oct-2020, Afternoon, TAS, Women, 4, 10000
18-Oct-2020, Afternoon, TAS, Seniors, 12, 30000
18-Oct-2020, Evening, TAS, Kids, 5, 12500
18-Oct-2020, Evening, TAS, Men, 14, 35000
18-Oct-2020, Evening, TAS, Women, 10, 25000
18-Oct-2020, Evening, TAS, Seniors, 9, 22500
19-Oct-2020, Morning, WA, Kids, 6, 15000
19-Oct-2020, Morning, WA, Men, 9, 22500
19-Oct-2020, Morning, WA, Women, 6, 15000
19-Oct-2020, Morning, WA, Seniors, 7, 17500
19-Oct-2020, Afternoon, WA, Kids, 10, 25000
19-Oct-2020, Afternoon, WA, Men, 15, 37500
19-Oct-2020, Afternoon, WA, Women, 8, 20000
19-Oct-2020, Afternoon, WA, Seniors, 12, 30000
19-Oct-2020, Evening, WA, Kids, 12, 30000
19-Oct-2020, Evening, WA, Men, 10, 25000
19-Oct-2020, Evening, WA, Women, 5, 12500
19-Oct-2020, Evening, WA, Seniors, 12, 30000
19-Oct-2020, Morning, NT, Kids, 10, 25000
19-Oct-2020, Morning, NT, Men, 13, 32500
19-Oct-2020, Morning, NT, Women, 3, 7500
19-Oct-2020, Morning, NT, Seniors, 8, 20000
19-Oct-2020, Afternoon, NT, Kids, 13, 32500
19-Oct-2020, Afternoon, NT, Men, 6, 15000
19-Oct-2020, Afternoon, NT, Women, 8, 20000
19-Oct-2020, Afternoon, NT, Seniors, 13, 32500
19-Oct-2020, Evening, NT, Kids, 14, 35000
19-Oct-2020, Evening, NT, Men, 4, 10000
19-Oct-2020, Evening, NT, Women, 8, 20000
19-Oct-2020, Evening, NT, Seniors, 11, 27500
19-Oct-2020, Morning, SA, Kids, 26, 65000
19-Oct-2020, Morning, SA, Men, 35, 87500
19-Oct-2020, Morning, SA, Women, 26, 65000
19-Oct-2020, Morning, SA, Seniors, 20, 50000
19-Oct-2020, Afternoon, SA, Kids, 33, 82500
19-Oct-2020, Afternoon, SA, Men, 12, 30000
19-Oct-2020, Afternoon, SA, Women, 34, 85000
19-Oct-2020, Afternoon, SA, Seniors, 31, 77500
19-Oct-2020, Evening, SA, Kids, 13, 32500
19-Oct-2020, Evening, SA, Men, 29, 72500
19-Oct-2020, Evening, SA, Women, 17, 42500
19-Oct-2020, Evening, SA, Seniors, 20, 50000
19-Oct-2020, Morning, VIC, Kids, 49, 122500
19-Oct-2020, Morning, VIC, Men, 35, 87500
19-Oct-2020, Morning, VIC, Women, 34, 85000
19-Oct-2020, Morning, VIC, Seniors, 42, 105000
19-Oct-2020, Afternoon, VIC, Kids, 40, 100000
19-Oct-2020, Afternoon, VIC, Men, 38, 95000
19-Oct-2020, Afternoon, VIC, Women, 42, 105000
19-Oct-2020, Afternoon, VIC, Seniors, 39, 97500
19-Oct-2020, Evening, VIC, Kids, 39, 97500
19-Oct-2020, Evening, VIC, Men, 33, 82500
19-Oct-2020, Evening, VIC, Women, 41, 102500
19-Oct-2020, Evening, VIC, Seniors, 37, 92500
19-Oct-2020, Morning, QLD, Kids, 16, 40000
19-Oct-2020, Morning, QLD, Men, 12, 30000
19-Oct-2020, Morning, QLD, Women, 20, 50000
19-Oct-2020, Morning, QLD, Seniors, 18, 45000
19-Oct-2020, Afternoon, QLD, Kids, 8, 20000
19-Oct-2020, Afternoon, QLD, Men, 13, 32500
19-Oct-2020, Afternoon, QLD, Women, 9, 22500
19-Oct-2020, Afternoon, QLD, Seniors, 19, 47500
19-Oct-2020, Evening, QLD, Kids, 5, 12500
19-Oct-2020, Evening, QLD, Men, 18, 45000
19-Oct-2020, Evening, QLD, Women, 12, 30000
19-Oct-2020, Evening, QLD, Seniors, 18, 45000
19-Oct-2020, Morning, NSW, Kids, 28, 70000
19-Oct-2020, Morning, NSW, Men, 17, 42500
19-Oct-2020, Morning, NSW, Women, 28, 70000
19-Oct-2020, Morning, NSW, Seniors, 32, 80000
19-Oct-2020, Afternoon, NSW, Kids, 16, 40000
19-Oct-2020, Afternoon, NSW, Men, 24, 60000
19-Oct-2020, Afternoon, NSW, Women, 30, 75000
19-Oct-2020, Afternoon, NSW, Seniors, 36, 90000
19-Oct-2020, Evening, NSW, Kids, 36, 90000
19-Oct-2020, Evening, NSW, Men, 40, 100000
19-Oct-2020, Evening, NSW, Women, 21, 52500
19-Oct-2020, Evening, NSW, Seniors, 21, 52500
19-Oct-2020, Morning, TAS, Kids, 15, 37500
19-Oct-2020, Morning, TAS, Men, 7, 17500
19-Oct-2020, Morning, TAS, Women, 9, 22500
19-Oct-2020, Morning, TAS, Seniors, 7, 17500
19-Oct-2020, Afternoon, TAS, Kids, 10, 25000
19-Oct-2020, Afternoon, TAS, Men, 13, 32500
19-Oct-2020, Afternoon, TAS, Women, 3, 7500
19-Oct-2020, Afternoon, TAS, Seniors, 11, 27500
19-Oct-2020, Evening, TAS, Kids, 6, 15000
19-Oct-2020, Evening, TAS, Men, 7, 17500
19-Oct-2020, Evening, TAS, Women, 3, 7500
19-Oct-2020, Evening, TAS, Seniors, 8, 20000
20-Oct-2020, Morning, WA, Kids, 5, 12500
20-Oct-2020, Morning, WA, Men, 10, 25000
20-Oct-2020, Morning, WA, Women, 5, 12500
